,Cidade,UF,Região,População,Pib
2645,SANTA LUCIA,PR,Sul,3644.0,3644.0
2646,SANTA LUCIA,SP,Sudeste,7149.0,7149.0
2647,SANTA LUZ,PI,Nordeste,5336.0,5336.0
2648,SANTA LUZIA,BA,Nordeste,13896.0,13896.0
2649,SANTA LUZIA,PB,Nordeste,14959.0,14959.0
2650,SANTA LUZIA DO ITANHY,SE,Nordeste,13616.0,13616.0
2651,SANTA LUZIA DO NORTE,AL,Nordeste,6919.0,6919.0
2652,SANTA LUZIA DO PARA,PA,Norte,20370.0,20370.0
2653,SANTA LUZIA DO PARUA,MA,Nordeste,24307.0,24307.0
2654,SANTA MARGARIDA,MG,Sudeste,16395.0,16395.0
2655,SANTA MARGARIDA DO SUL,RS,Sul,2596.0,2596.0
2656,SANTA MARIA,RN,Nordeste,4847.0,4847.0
2657,SANTA MARIA DA BOA VISTA,PE,Nordeste,40578.0,40578.0
2658,SANTA MARIA DE ITABIRA,MG,Sudeste,10485.0,10485.0
2659,SANTA MARIA DO HERVAL,RS,Sul,6340.0,6340.0
2660,SANTA MARIA DO OESTE,PR,Sul,9934.0,9934.0
2661,SANTA MARIA DO SALTO,MG,Sudeste,4755.0,4755.0
2662,SANTA MARIA MADALENA,RJ,Sudeste,10232.0,10232.0
2663,SANTA MERCEDES,SP,Sudeste,2956.0,2956.0
2664,SANTA MONICA,PR,Sul,3356.0,3356.0
2665,SANTA QUITERIA,CE,Nordeste,40183.0,40183.0
2666,SANTA QUITERIA DO MARANHAO,MA,Nordeste,23957.0,23957.0
2667,SANTA RITA,MA,Nordeste,37035.0,37035.0
2668,SANTA RITA DE IBITIPOCA,MG,Sudeste,3301.0,3301.0
2669,SANTA RITA DE JACUTINGA,MG,Sudeste,4755.0,4755.0
2670,SANTA RITA DE MINAS,MG,Sudeste,6773.0,6773.0
2671,SANTA RITA DO ARAGUAIA,GO,Centro-Oeste,5924.0,5924.0
2672,SANTA RITA DO ITUETO,MG,Sudeste,5826.0,5826.0
2673,SANTA RITA DO NOVO DESTINO,GO,Centro-Oeste,2689.0,2689.0
2674,SANTA RITA DO SAPUCAI,MG,Sudeste,40635.0,40635.0
2675,SANTA RITA DO TOCANTINS,TO,Norte,2219.0,2219.0
2676,SANTA RITA DOESTE,SP,Sudeste,,
2677,SANTA ROSA,RS,Sul,76963.0,76963.0
2678,SANTA ROSA DA SERRA,MG,Sudeste,3382.0,3382.0
2679,SANTA ROSA DE GOIAS,GO,Centro-Oeste,2820.0,2820.0
2680,SANTA ROSA DE LIMA,SC,Sul,2088.0,2088.0
2681,SANTA ROSA DE LIMA,SE,Nordeste,3937.0,3937.0
2682,SANTA ROSA DO PIAUI,PI,Nordeste,4650.0,4650.0
2683,SANTA ROSA DO PURUS,AC,Norte,6723.0,6723.0
2684,SANTA ROSA DO SUL,SC,Sul,9792.0,9792.0
2685,SANTA ROSA DO TOCANTINS,TO,Norte,4653.0,4653.0
2686,SANTA TERESINHA,PB,Nordeste,4402.0,4402.0
2687,SANTA TEREZA,RS,Sul,1505.0,1505.0
2688,SANTA TEREZA DE GOIAS,GO,Centro-Oeste,3293.0,3293.0
2689,SANTA TEREZA DO OESTE,PR,Sul,13174.0,13174.0
2690,SANTA TEREZINHA,PE,Nordeste,10244.0,10244.0
2691,SANTA TEREZINHA,SC,Sul,8066.0,8066.0
2692,SANTA TEREZINHA DE ITAIPU,PR,Sul,24262.0,24262.0
2693,SANTA TEREZINHA DO PROGRESSO,SC,Sul,2576.0,2576.0
2694,SANTA TEREZINHA DO TOCANTINS,TO,Norte,2406.0,2406.0
2695,SANTA VITORIA,MG,Sudeste,20973.0,20973.0
2696,SANTANA DA BOA VISTA,RS,Sul,7024.0,7024.0
2697,SANTANA DA VARGEM,MG,Sudeste,6691.0,6691.0
2698,SANTANA DE CATAGUASES,MG,Sudeste,3489.0,3489.0
2699,SANTANA DE MANGUEIRA,PB,Nordeste,5010.0,5010.0
2700,SANTANA DE PIRAPAMA,MG,Sudeste,7030.0,7030.0
2701,SANTANA DO ACARAU,CE,Nordeste,30628.0,30628.0
2702,SANTANA DO CARIRI,CE,Nordeste,16954.0,16954.0
2703,SANTANA DO DESERTO,MG,Sudeste,3747.0,3747.0
2704,SANTANA DO GARAMBEU,MG,Sudeste,2137.0,2137.0
2705,SANTANA DO ITARARE,PR,Sul,5514.0,5514.0
2706,SANTANA DO JACARE,MG,Sudeste,4214.0,4214.0
2707,SANT'ANA DO LIVRAMENTO,RS,Sul,84421.0,84421.0
2708,SANTANA DO MANHUACU,MG,Sudeste,8987.0,8987.0
2709,SANTANA DO MARANHAO,MA,Nordeste,10567.0,10567.0
2710,SANTANA DO MATOS,RN,Nordeste,12456.0,12456.0
2711,SANTANA DO PARAISO,MG,Sudeste,44800.0,44800.0
2712,SANTANA DO PIAUI,PI,Nordeste,4125.0,4125.0
2713,SANTANA DO RIACHO,MG,Sudeste,5313.0,5313.0
2714,SANTANA DO SAO FRANCISCO,SE,Nordeste,7346.0,7346.0
2715,SANTANA DO SERIDO,RN,Nordeste,2696.0,2696.0
2716,SANTANA DOS GARROTES,PB,Nordeste,6569.0,6569.0
2717,SANTANA DOS MONTES,MG,Sudeste,3469.0,3469.0
2718,SANTANOPOLIS,BA,Nordeste,8716.0,8716.0
2719,SANTAREM NOVO,PA,Norte,6116.0,6116.0
2720,SANTIAGO DO SUL,SC,Sul,1651.0,1651.0
2721,SANTO AMARO DA IMPERATRIZ,SC,Sul,27272.0,27272.0
2722,SANTO AMARO DAS BROTAS,SE,Nordeste,11092.0,11092.0
2723,SANTO AMARO DO MARANHAO,MA,Nordeste,13949.0,13949.0
2724,SANTO ANDRE,PB,Nordeste,2622.0,2622.0
2725,SANTO ANTONIO,RN,Nordeste,22177.0,22177.0
2726,SANTO ANTONIO DA BARRA,GO,Centro-Oeste,4267.0,4267.0
2727,SANTO ANTONIO DA PLATINA,PR,Sul,44369.0,44369.0
2728,SANTO ANTONIO DE GOIAS,GO,Centro-Oeste,7386.0,7386.0
2729,SANTO ANTONIO DE JESUS,BA,Nordeste,103055.0,103055.0
2730,SANTO ANTONIO DE LEVERGER,MT,Centro-Oeste,15246.0,15246.0
2731,SANTO ANTONIO DE LISBOA,PI,Nordeste,5839.0,5839.0
2732,SANTO ANTONIO DO AMPARO,MG,Sudeste,17285.0,17285.0
2733,SANTO ANTONIO DO AVENTUREIRO,MG,Sudeste,3769.0,3769.0
2734,SANTO ANTONIO DO CAIUA,PR,Sul,2493.0,2493.0
2735,SANTO ANTONIO DO DESCOBERTO,GO,Centro-Oeste,72127.0,72127.0
2736,SANTO ANTONIO DO GRAMA,MG,Sudeste,4229.0,4229.0
2737,SANTO ANTONIO DO ICA,AM,Norte,28211.0,28211.0
2738,SANTO ANTONIO DO ITAMBE,MG,Sudeste,3915.0,3915.0
2739,SANTO ANTONIO DO JACINTO,MG,Sudeste,10327.0,10327.0
2740,SANTO ANTONIO DO MONTE,MG,Sudeste,27295.0,27295.0
2741,SANTO ANTONIO DO PALMA,RS,Sul,2091.0,2091.0
2742,SANTO ANTONIO DO PARAISO,PR,Sul,2125.0,2125.0
2743,SANTO ANTONIO DO PLANALTO,RS,Sul,2089.0,2089.0
2744,SANTO ANTONIO DO RETIRO,MG,Sudeste,6629.0,6629.0
2745,SANTO ANTONIO DO RIO ABAIXO,MG,Sudeste,1808.0,1808.0
2746,SANTO ANTONIO DO SUDOESTE,PR,Sul,23673.0,23673.0
2747,SANTO ANTONIO DOS LOPES,MA,Nordeste,14304.0,14304.0
2748,SANTO ANTONIO DOS MILAGRES,PI,Nordeste,2138.0,2138.0
2749,SANTO CRISTO,RS,Sul,15320.0,15320.0
2750,SANTO EXPEDITO,SP,Sudeste,3000.0,3000.0
2751,SANTO EXPEDITO DO SUL,RS,Sul,2349.0,2349.0
2752,SANTO HIPOLITO,MG,Sudeste,2717.0,2717.0
2753,SANTO INACIO DO PIAUI,PI,Nordeste,3646.0,3646.0
2754,SAO BENEDITO,CE,Nordeste,47640.0,47640.0
2755,SAO BENEDITO DO SUL,PE,Nordeste,13113.0,13113.0
2756,SAO BENTINHO,PB,Nordeste,4327.0,4327.0
2757,SAO BENTO,MA,Nordeste,46395.0,46395.0
2758,SAO BENTO,PB,Nordeste,32235.0,32235.0
2759,SAO BENTO ABADE,MG,Sudeste,4713.0,4713.0
2760,SAO BENTO DO NORTE,RN,Nordeste,3304.0,3304.0
2761,SAO BENTO DO SUL,SC,Sul,83277.0,83277.0
2762,SAO BENTO DO TOCANTINS,TO,Norte,5654.0,5654.0
2763,SAO BENTO DO TRAIRI,RN,Nordeste,3792.0,3792.0
2764,SAO BENTO DO UNA,PE,Nordeste,49449.0,49449.0
2765,SAO BERNARDINO,SC,Sul,2684.0,2684.0
2766,SAO BERNARDO,MA,Nordeste,26943.0,26943.0
2767,SAO BONIFACIO,SC,Sul,2946.0,2946.0
2768,SAO BRAS,AL,Nordeste,6555.0,6555.0
2769,SAO BRAS DO SUACUI,MG,Sudeste,3989.0,3989.0
2770,SAO BRAZ DO PIAUI,PI,Nordeste,4358.0,4358.0
2771,SAO CAETANO DE ODIVELAS,PA,Norte,16666.0,16666.0
2772,SAO CARLOS,SC,Sul,10282.0,10282.0
2773,SAO DOMINGOS,PB,Nordeste,2595.0,2595.0
2774,SAO DOMINGOS,SC,Sul,9226.0,9226.0
2775,SAO DOMINGOS,SE,Nordeste,10327.0,10327.0
2776,SAO DOMINGOS DAS DORES,MG,Sudeste,5626.0,5626.0
2777,SAO DOMINGOS DO ARAGUAIA,PA,Norte,21092.0,21092.0
2778,SAO DOMINGOS DO CARIRI,PB,Nordeste,2585.0,2585.0
2779,SAO DOMINGOS DO MARANHAO,MA,Nordeste,34034.0,34034.0
2780,SAO DOMINGOS DO NORTE,ES,Sudeste,8589.0,8589.0
2781,SAO DOMINGOS DO PRATA,MG,Sudeste,17392.0,17392.0
2782,SAO DOMINGOS DO SUL,RS,Sul,2754.0,2754.0
2783,SAO FELIPE,BA,Nordeste,20283.0,20283.0
2784,SAO FELIX,BA,Nordeste,11026.0,11026.0
2785,SAO FELIX DE BALSAS,MA,Nordeste,4402.0,4402.0
2786,SAO FELIX DO PIAUI,PI,Nordeste,2842.0,2842.0
2787,SAO FERNANDO,RN,Nordeste,3492.0,3492.0
2788,SAO FIDELIS,RJ,Sudeste,38961.0,38961.0
2789,SAO FRANCISCO,PB,Nordeste,3137.0,3137.0
2790,SAO FRANCISCO,SE,Nordeste,3243.0,3243.0
2791,SAO FRANCISCO,SP,Sudeste,2602.0,2602.0
2792,SAO FRANCISCO DE ASSIS,RS,Sul,17618.0,17618.0
2793,SAO FRANCISCO DE ASSIS DO PIAUI,PI,Nordeste,5572.0,5572.0
2794,SAO FRANCISCO DE GOIAS,GO,Centro-Oeste,6378.0,6378.0
2795,SAO FRANCISCO DE PAULA,MG,Sudeste,6187.0,6187.0
2796,SAO FRANCISCO DE SALES,MG,Sudeste,5732.0,5732.0
2797,SAO FRANCISCO DO GLORIA,MG,Sudeste,4800.0,4800.0
2798,SAO FRANCISCO DO MARANHAO,MA,Nordeste,12064.0,12064.0
2799,SAO FRANCISCO DO OESTE,RN,Nordeste,4161.0,4161.0
2800,SAO FRANCISCO DO PARA,PA,Norte,14894.0,14894.0
2801,SAO FRANCISCO DO PIAUI,PI,Nordeste,5392.0,5392.0
2802,SAO GABRIEL,BA,Nordeste,18600.0,18600.0
2803,SAO GABRIEL,RS,Sul,58487.0,58487.0
2804,SAO GABRIEL DA CACHOEIRA,AM,Norte,51795.0,51795.0
2805,SAO GABRIEL DA PALHA,ES,Sudeste,32252.0,32252.0
2806,SAO GERALDO,MG,Sudeste,10282.0,10282.0
2807,SAO GERALDO DO ARAGUAIA,PA,Norte,24255.0,24255.0
2808,SAO GONCALO DO ABAETE,MG,Sudeste,7375.0,7375.0
2809,SAO GONCALO DO AMARANTE,CE,Nordeste,54143.0,54143.0
2810,SAO GONCALO DO GURGUEIA,PI,Nordeste,2947.0,2947.0
2811,SAO GONCALO DO PARA,MG,Sudeste,11770.0,11770.0
2812,SAO GONCALO DO PIAUI,PI,Nordeste,4837.0,4837.0
2813,SAO GONCALO DO RIO ABAIXO,MG,Sudeste,11850.0,11850.0
2814,SAO GONCALO DO RIO PRETO,MG,Sudeste,3032.0,3032.0
2815,SAO GONCALO DO SAPUCAI,MG,Sudeste,23959.0,23959.0
2816,SAO JERONIMO,RS,Sul,21028.0,21028.0
2817,SAO JERONIMO DA SERRA,PR,Sul,10830.0,10830.0
2818,SAO JOAO,PE,Nordeste,23837.0,23837.0
2819,SAO JOAO,PR,Sul,11886.0,11886.0
2820,SAO JOAO BATISTA,MA,Nordeste,18544.0,18544.0
2821,SAO JOAO BATISTA,SC,Sul,32687.0,32687.0
2822,SAO JOAO BATISTA DO GLORIA,MG,Sudeste,7652.0,7652.0
2823,SAO JOAO DA BALIZA,RR,Norte,8858.0,8858.0
2824,SAO JOAO DA BARRA,RJ,Sudeste,36573.0,36573.0
2825,SAO JOAO DA CANABRAVA,PI,Nordeste,4242.0,4242.0
2826,SAO JOAO DA FRONTEIRA,PI,Nordeste,5522.0,5522.0
2827,SAO JOAO DA LAGOA,MG,Sudeste,4822.0,4822.0
2828,SAO JOAO DA MATA,MG,Sudeste,2914.0,2914.0
2829,SAO JOAO DA PARAUNA,GO,Centro-Oeste,1774.0,1774.0
2830,SAO JOAO DA PONTA,PA,Norte,4430.0,4430.0
2831,SAO JOAO DA PONTE,MG,Sudeste,23930.0,23930.0
2832,SAO JOAO DA SERRA,PI,Nordeste,6114.0,6114.0
2833,SAO JOAO DA URTIGA,RS,Sul,4461.0,4461.0
2834,SAO JOAO DA VARJOTA,PI,Nordeste,4383.0,4383.0
2835,SAO JOAO DAS DUAS PONTES,SP,Sudeste,2580.0,2580.0
2836,SAO JOAO DAS MISSOES,MG,Sudeste,13024.0,13024.0
2837,SAO JOAO DE IRACEMA,SP,Sudeste,1846.0,1846.0
2838,SAO JOAO DE PIRABAS,PA,Norte,20689.0,20689.0
2839,SAO JOAO DEL REI,MG,Sudeste,90225.0,90225.0
2840,SAO JOAO DO ARAGUAIA,PA,Norte,13664.0,13664.0
2841,SAO JOAO DO ARRAIAL,PI,Nordeste,8186.0,8186.0
2842,SAO JOAO DO CAIUA,PR,Sul,5586.0,5586.0
2843,SAO JOAO DO CARIRI,PB,Nordeste,4226.0,4226.0
2844,SAO JOAO DO CARU,MA,Nordeste,12251.0,12251.0
2845,SAO JOAO DO ITAPERIU,SC,Sul,4463.0,4463.0
2846,SAO JOAO DO JAGUARIBE,CE,Nordeste,5855.0,5855.0
2847,SAO JOAO DO MANHUACU,MG,Sudeste,11246.0,11246.0
2848,SAO JOAO DO OESTE,SC,Sul,6295.0,6295.0
2849,SAO JOAO DO PACUI,MG,Sudeste,3972.0,3972.0
2850,SAO JOAO DO PAU DALHO,SP,Sudeste,,
2851,SAO JOAO DO POLESINE,RS,Sul,2649.0,2649.0
2852,SAO JOAO DO RIO DO PEIXE,PB,Nordeste,17964.0,17964.0
2853,SAO JOAO DO SABUGI,RN,Nordeste,5956.0,5956.0
2854,SAO JOAO DO SOTER,MA,Nordeste,16889.0,16889.0
2855,SAO JOAO DO SUL,SC,Sul,8668.0,8668.0
2856,SAO JOAO DO TIGRE,PB,Nordeste,4263.0,4263.0
2857,SAO JOAO DO TRIUNFO,PR,Sul,13726.0,13726.0
2858,SAO JOAO DOS PATOS,MA,Nordeste,25020.0,25020.0
2859,SAO JOAO EVANGELISTA,MG,Sudeste,15315.0,15315.0
2860,SAO JOAQUIM DO MONTE,PE,Nordeste,20037.0,20037.0
2861,SAO JORGE,RS,Sul,2912.0,2912.0
2862,SAO JORGE DO PATROCINIO,PR,Sul,6504.0,6504.0
2863,SAO JOSE,SC,Sul,270299.0,270299.0
2864,SAO JOSE DA BARRA,MG,Sudeste,7793.0,7793.0
2865,SAO JOSE DA BELA VISTA,SP,Sudeste,7626.0,7626.0
2866,SAO JOSE DA BOA VISTA,PR,Sul,6040.0,6040.0
2867,SAO JOSE DA COROA GRANDE,PE,Nordeste,18825.0,18825.0
2868,SAO JOSE DA LAGOA TAPADA,PB,Nordeste,7126.0,7126.0
2869,SAO JOSE DA LAPA,MG,Sudeste,26090.0,26090.0
2870,SAO JOSE DA VARGINHA,MG,Sudeste,4536.0,4536.0
2871,SAO JOSE DA VITORIA,BA,Nordeste,5315.0,5315.0
2872,SAO JOSE DAS MISSOES,RS,Sul,2362.0,2362.0
2873,SAO JOSE DAS PALMEIRAS,PR,Sul,3957.0,3957.0
2874,SAO JOSE DE CAIANA,PB,Nordeste,5034.0,5034.0
2875,SAO JOSE DE ESPINHARAS,PB,Nordeste,4083.0,4083.0
2876,SAO JOSE DE MIPIBU,RN,Nordeste,47286.0,47286.0
2877,SAO JOSE DE PRINCESA,PB,Nordeste,3416.0,3416.0
2878,SAO JOSE DO BARREIRO,SP,Sudeste,3853.0,3853.0
2879,SAO JOSE DO BELMONTE,PE,Nordeste,34843.0,34843.0
2880,SAO JOSE DO BONFIM,PB,Nordeste,3242.0,3242.0
2881,SAO JOSE DO BREJO DO CRUZ,PB,Nordeste,1699.0,1699.0
2882,SAO JOSE DO CALCADO,ES,Sudeste,10878.0,10878.0
2883,SAO JOSE DO CEDRO,SC,Sul,14167.0,14167.0
2884,SAO JOSE DO DIVINO,MG,Sudeste,3464.0,3464.0
2885,SAO JOSE DO DIVINO,PI,Nordeste,4841.0,4841.0
2886,SAO JOSE DO EGITO,PE,Nordeste,31004.0,31004.0
2887,SAO JOSE DO GOIABAL,MG,Sudeste,5396.0,5396.0
2888,SAO JOSE DO HERVAL,RS,Sul,1902.0,1902.0
2889,SAO JOSE DO INHACORA,RS,Sul,2406.0,2406.0
2890,SAO JOSE DO JACUIPE,BA,Nordeste,10187.0,10187.0
2891,SAO JOSE DO JACURI,MG,Sudeste,6197.0,6197.0
2892,SAO JOSE DO MANTIMENTO,MG,Sudeste,2753.0,2753.0
2893,SAO JOSE DO NORTE,RS,Sul,25443.0,25443.0
2894,SAO JOSE DO OURO,RS,Sul,6834.0,6834.0
2895,SAO JOSE DO PEIXE,PI,Nordeste,3297.0,3297.0
2896,SAO JOSE DO PIAUI,PI,Nordeste,6597.0,6597.0
2897,SAO JOSE DO SABUGI,PB,Nordeste,4138.0,4138.0
2898,SAO JOSE DO SERIDO,RN,Nordeste,4558.0,4558.0
2899,SAO JOSE DO VALE DO RIO PRETO,RJ,Sudeste,22080.0,22080.0
2900,SAO JOSE DOS BASILIOS,MA,Nordeste,6957.0,6957.0
2901,SAO JOSE DOS PINHAIS,PR,Sul,329628.0,329628.0
2902,SAO JOSE DOS QUATRO MARCOS,MT,Centro-Oeste,17849.0,17849.0
2903,SAO JOSE DOS RAMOS,PB,Nordeste,5891.0,5891.0
2904,SAO JULIAO,PI,Nordeste,6025.0,6025.0
2905,SAO LOURENCO,MG,Sudeste,44798.0,44798.0
2906,SAO LOURENCO DA SERRA,SP,Sudeste,16067.0,16067.0
2907,SAO LUIS DE MONTES BELOS,GO,Centro-Oeste,33852.0,33852.0
2908,SAO LUIS DO CURU,CE,Nordeste,10822.0,10822.0
2909,SAO LUIS DO PIAUI,PI,Nordeste,2309.0,2309.0
2910,SAO LUIS DO QUITUNDE,AL,Nordeste,30873.0,30873.0
2911,SAO LUIS GONZAGA DO MARANHAO,MA,Nordeste,17818.0,17818.0
2912,SAO LUIZ,RR,Norte,7315.0,7315.0
2913,SAO LUIZ DO NORTE,GO,Centro-Oeste,4837.0,4837.0
2914,SAO LUIZ DO PARAITINGA,SP,Sudeste,10337.0,10337.0
2915,SAO LUIZ GONZAGA,RS,Sul,34752.0,34752.0
2916,SAO MAMEDE,PB,Nordeste,7470.0,7470.0
2917,SAO MARTINHO,RS,Sul,5481.0,5481.0
2918,SAO MARTINHO,SC,Sul,3405.0,3405.0
2919,SAO MARTINHO DA SERRA,RS,Sul,2860.0,2860.0
2920,SAO MATEUS DO MARANHAO,MA,Nordeste,38829.0,38829.0
2921,SAO MATEUS DO SUL,PR,Sul,42366.0,42366.0
2922,SAO MIGUEL,RN,Nordeste,23537.0,23537.0
2923,SAO MIGUEL DA BAIXA GRANDE,PI,Nordeste,2269.0,2269.0
2924,SAO MIGUEL DA BOA VISTA,SC,Sul,1781.0,1781.0
2925,SAO MIGUEL DAS MATAS,BA,Nordeste,10334.0,10334.0
2926,SAO MIGUEL DAS MISSOES,RS,Sul,7056.0,7056.0
2927,SAO MIGUEL DE TAIPU,PB,Nordeste,7066.0,7066.0
2928,SAO MIGUEL DO ALEIXO,SE,Nordeste,3434.0,3434.0
2929,SAO MIGUEL DO ANTA,MG,Sudeste,6334.0,6334.0
2930,SAO MIGUEL DO FIDALGO,PI,Nordeste,2829.0,2829.0
2931,SAO MIGUEL DO GOSTOSO,RN,Nordeste,10221.0,10221.0
2932,SAO MIGUEL DO IGUACU,PR,Sul,29122.0,29122.0
2933,SAO MIGUEL DO OESTE,SC,Sul,44330.0,44330.0
2934,SAO MIGUEL DO TAPUIO,PI,Nordeste,17554.0,17554.0
2935,SAO NICOLAU,RS,Sul,5118.0,5118.0
2936,SAO PATRICIO,GO,Centro-Oeste,2143.0,2143.0
2937,SAO PAULO DAS MISSOES,RS,Sul,5846.0,5846.0
2938,SAO PAULO DE OLIVENCA,AM,Norte,32967.0,32967.0
2939,SAO PAULO DO POTENGI,RN,Nordeste,16786.0,16786.0
2940,SAO PEDRO,RN,Nordeste,5776.0,5776.0
2941,SAO PEDRO DA AGUA BRANCA,MA,Nordeste,14338.0,14338.0
2942,SAO PEDRO DA SERRA,RS,Sul,3548.0,3548.0
2943,SAO PEDRO DA UNIAO,MG,Sudeste,4885.0,4885.0
2944,SAO PEDRO DAS MISSOES,RS,Sul,1757.0,1757.0
2945,SAO PEDRO DE ALCANTARA,SC,Sul,5776.0,5776.0
2946,SAO PEDRO DO BUTIA,RS,Sul,3070.0,3070.0
2947,SAO PEDRO DO IGUACU,PR,Sul,5784.0,5784.0
2948,SAO PEDRO DO PARANA,PR,Sul,2661.0,2661.0
2949,SAO PEDRO DO PIAUI,PI,Nordeste,13755.0,13755.0
2950,SAO PEDRO DO SUACUI,MG,Sudeste,5103.0,5103.0
2951,SAO PEDRO DO SUL,RS,Sul,15577.0,15577.0
2952,SAO PEDRO DO TURVO,SP,Sudeste,7217.0,7217.0
2953,SAO PEDRO DOS CRENTES,MA,Nordeste,5783.0,5783.0
2954,SAO PEDRO DOS FERROS,MG,Sudeste,7166.0,7166.0
2955,SAO RAIMUNDO DO DOCA BEZERRA,MA,Nordeste,5650.0,5650.0
2956,SAO ROBERTO,MA,Nordeste,4544.0,4544.0
2957,SAO ROMAO,MG,Sudeste,10315.0,10315.0
2958,SAO ROQUE DE MINAS,MG,Sudeste,7129.0,7129.0
2959,SAO SALVADOR DO TOCANTINS,TO,Norte,2385.0,2385.0
2960,SAO SEBASTIAO DA AMOREIRA,PR,Sul,8063.0,8063.0
2961,SAO SEBASTIAO DA BELA VISTA,MG,Sudeste,6387.0,6387.0
2962,SAO SEBASTIAO DA BOA VISTA,PA,Norte,25643.0,25643.0
2963,SAO SEBASTIAO DA VARGEM ALEGRE,MG,Sudeste,3113.0,3113.0
2964,SAO SEBASTIAO DE LAGOA DE ROCA,PB,Nordeste,11040.0,11040.0
2965,SAO SEBASTIAO DO ALTO,RJ,Sudeste,7750.0,7750.0
2966,SAO SEBASTIAO DO ANTA,MG,Sudeste,6194.0,6194.0
2967,SAO SEBASTIAO DO CAI,RS,Sul,24428.0,24428.0
2968,SAO SEBASTIAO DO MARANHAO,MG,Sudeste,10079.0,10079.0
2969,SAO SEBASTIAO DO OESTE,MG,Sudeste,8815.0,8815.0
2970,SAO SEBASTIAO DO RIO PRETO,MG,Sudeste,1259.0,1259.0
2971,SAO SEBASTIAO DO RIO VERDE,MG,Sudeste,2300.0,2300.0
2972,SAO SEBASTIAO DO TOCANTINS,TO,Norte,4100.0,4100.0
2973,SAO SEBASTIAO DO UATUMA,AM,Norte,11670.0,11670.0
2974,SAO SEBASTIAO DO UMBUZEIRO,PB,Nordeste,3279.0,3279.0
2975,SAO SIMAO,GO,Centro-Oeste,17020.0,17020.0
2976,SAO TIAGO,MG,Sudeste,11192.0,11192.0
2977,SAO TOMAS DE AQUINO,MG,Sudeste,6740.0,6740.0
2978,SAO TOME,PR,Sul,5232.0,5232.0
2979,SAO TOME,RN,Nordeste,9972.0,9972.0
2980,SAO TOME DAS LETRAS,MG,Sudeste,6904.0,6904.0
2981,SAO VALENTIM,RS,Sul,3264.0,3264.0
2982,SAO VALENTIM DO SUL,RS,Sul,2207.0,2207.0
2983,SAO VALERIO,TO,Norte,4422.0,4422.0
2984,SAO VALERIO DO SUL,RS,Sul,2543.0,2543.0
2985,SAO VENDELINO,RS,Sul,2251.0,2251.0
2986,SAO VICENTE,RN,Nordeste,6310.0,6310.0
2987,SAO VICENTE DO SERIDO,PB,Nordeste,10291.0,10291.0
2988,SAO VICENTE DO SUL,RS,Sul,8097.0,8097.0
2989,SAO VICENTE FERRER,MA,Nordeste,19498.0,19498.0
2990,SAO VICENTE FERRER,PE,Nordeste,16677.0,16677.0
2991,SAPOPEMA,PR,Sul,6695.0,6695.0
2992,SAPUCAIA,PA,Norte,5847.0,5847.0
2993,SAPUCAIA,RJ,Sudeste,17729.0,17729.0
2994,SAPUCAI,MIRIM - MG,Desconhecido,6311.0,6311.0
2995,SARANDI,RS,Sul,22851.0,22851.0
2996,SARAPUI,SP,Sudeste,10369.0,10369.0
2997,SARDOA,MG,Sudeste,5104.0,5104.0
2998,SARUTAIA,SP,Sudeste,3704.0,3704.0
2999,SATIRO DIAS,BA,Nordeste,16008.0,16008.0
3000,SATUBINHA,MA,Nordeste,8784.0,8784.0
3001,SAUDADE DO IGUACU,PR,Sul,6108.0,6108.0
3002,SAUDADES,SC,Sul,10265.0,10265.0
3003,SAUDE,BA,Nordeste,10478.0,10478.0
3004,SCHROEDER,SC,Sul,20061.0,20061.0
3005,SEBASTIAO LEAL,PI,Nordeste,4446.0,4446.0
3006,SEBERI,RS,Sul,11950.0,11950.0
3007,SEDE NOVA,RS,Sul,2704.0,2704.0
3008,SEGREDO,RS,Sul,6009.0,6009.0
3009,SELBACH,RS,Sul,5107.0,5107.0
3010,SEM,PEIXE - MG,Desconhecido,2433.0,2433.0
3011,SENADOR ALEXANDRE COSTA,MA,Nordeste,10207.0,10207.0
3012,SENADOR CORTES,MG,Sudeste,2240.0,2240.0
3013,SENADOR ELOI DE SOUZA,RN,Nordeste,5965.0,5965.0
3014,SENADOR GEORGINO AVELINO,RN,Nordeste,4065.0,4065.0
3015,SENADOR JOSE PORFIRIO,PA,Norte,22576.0,22576.0
3016,SENADOR POMPEU,CE,Nordeste,24266.0,24266.0
3017,SENADOR SA,CE,Nordeste,7262.0,7262.0
3018,SENADOR SALGADO FILHO,RS,Sul,2673.0,2673.0
3019,SENGES,PR,Sul,17270.0,17270.0
3020,SENHORA DE OLIVEIRA,MG,Sudeste,5483.0,5483.0
3021,SENHORA DO PORTO,MG,Sudeste,3067.0,3067.0
3022,SENHORA DOS REMEDIOS,MG,Sudeste,10384.0,10384.0
3023,SENTINELA DO SUL,RS,Sul,5306.0,5306.0
3024,SERAFINA CORREA,RS,Sul,16961.0,16961.0
3025,SERICITA,MG,Sudeste,7345.0,7345.0
3026,SERIO,RS,Sul,1941.0,1941.0
3027,SERITINGA,MG,Sudeste,1819.0,1819.0
3028,SERRA ALTA,SC,Sul,3303.0,3303.0
3029,SERRA AZUL,SP,Sudeste,12746.0,12746.0
3030,SERRA AZUL DE MINAS,MG,Sudeste,3792.0,3792.0
3031,SERRA CAIADA,RN,Nordeste,10125.0,10125.0
